Order_ID,Gender_Category,Product_Line,Product_Name,Size,Units_Sold,MRP,Discount_Applied,Revenue,Order_Date,Sales_Channel,Region,Profit,Recalculated_Revenue
2610,Women,Lifestyle,Blazer Mid,M,1.9622641509433962,8359.07,0.0,0.0,2025-05-06,online,Bangalore,167.72,0.0
2033,Kids,Soccer,Mercurial Superfly,M,4.0,6110.030000000001,0.0,0.0,2025-05-06,retail,Pune,2310.9,0.0
2612,Women,Training,Flex Trainer,M,0.0,6110.030000000001,0.0,0.0,2023-08-10,retail,Mumbai,507.1,0.0
2613,Women,Lifestyle,Waffle One,7,3.0,4374.83,0.27,9580.88,2023-08-10,retail,Delhi,1473.37,9580.877700000001
2614,Women,Running,React Infinity,XL,1.9622641509433962,2265.0,0.0,0.0,2023-08-10,retail,Bangalore,2095.44,0.0
2615,Women,Soccer,Phantom GT,XL,3.0,3042.37,0.12,8031.86,2023-08-10,online,Pune,2105.48,8031.8568
2616,Men,Lifestyle,Waffle One,XL,1.9622641509433962,6110.030000000001,0.2,0.0,2024-06-07,online,Kolkata,2788.41,0.0
2617,Kids,Soccer,Premier III,XL,0.0,6110.030000000001,0.0,0.0,2024-06-07,online,Delhi,2772.05,0.0
2618,Kids,Lifestyle,Dunk Low,XL,1.9622641509433962,6110.030000000001,0.0,0.0,2024-06-07,retail,Pune,3718.11,0.0
2619,Kids,Lifestyle,Waffle One,L,4.0,6110.030000000001,0.65,0.0,2024-01-22,online,Hyderabad,-300.28,0.0
2620,Kids,Training,Flex Trainer,XL,0.0,6110.030000000001,0.0,0.0,2024-01-22,online,Hyderabad,3874.67,0.0
2621,Kids,Soccer,Phantom GT,L,3.0,6466.57,0.59,7953.88,2024-05-19,online,Bangalore,-1152.86,7953.8811000000005
2622,Kids,Lifestyle,Blazer Mid,M,1.9622641509433962,8073.58,0.0,0.0,2024-05-19,online,Pune,-82.31,0.0
2623,Men,Running,Pegasus Turbo,L,1.9622641509433962,4658.42,0.0,0.0,2024-05-19,retail,Mumbai,1622.42,0.0
2624,Men,Lifestyle,Blazer Mid,XL,0.0,6110.030000000001,0.0,0.0,2024-05-19,retail,Bangalore,2085.94,0.0
2625,Kids,Training,Flex Trainer,M,1.9622641509433962,6815.44,0.0,0.0,2025-02-05,online,Pune,3874.57,0.0
2626,Men,Running,Air Zoom,7,1.9622641509433962,5550.99,0.0,0.0,2025-02-05,retail,Bangalore,-757.9,0.0
2627,Women,Basketball,LeBron 20,7,1.9622641509433962,6110.030000000001,0.0,0.0,2023-12-31,online,Delhi,282.13,0.0
2628,Kids,Basketball,Kyrie Flytrap,L,4.0,6110.030000000001,0.44,0.0,2023-12-31,retail,Pune,-348.88,0.0
2629,Kids,Lifestyle,Waffle One,XL,1.9622641509433962,6110.030000000001,0.0,0.0,2023-12-31,retail,Bangalore,1198.75,0.0
2630,Kids,Running,Pegasus Turbo,NAN,2.0,5846.21,0.0,-233.85,2023-12-31,online,Delhi,3880.6,0.0
2631,Women,Basketball,Zoom Freak,NAN,1.9622641509433962,6110.030000000001,0.0,0.0,2023-12-31,online,Kolkata,2848.46,0.0
2632,Men,Running,Pegasus Turbo,L,1.9622641509433962,7504.2,0.99,-75.04,2024-03-10,online,Pune,2413.42,0.0
2633,Kids,Basketball,Air Jordan,10,0.0,6110.030000000001,0.71,0.0,2024-03-10,online,Bangalore,3634.35,0.0
2634,Men,Lifestyle,Waffle One,NAN,1.9622641509433962,5815.75,0.0,0.0,2024-03-10,retail,Bangalore,3190.46,0.0
2635,Women,Running,React Infinity,M,1.9622641509433962,3934.22,0.0,0.0,2024-02-28,online,Kolkata,430.63,0.0
2636,Men,Basketball,LeBron 20,11,1.9622641509433962,6110.030000000001,0.0,0.0,2024-02-28,online,Bangalore,3269.14,0.0
2637,Kids,Training,SuperRep Go,L,1.9622641509433962,6110.030000000001,0.0,0.0,2024-02-28,retail,Hyderabad,3847.48,0.0
2638,Men,Soccer,Premier III,8,1.0,5028.99,0.0,0.0,2024-01-22,online,Pune,654.11,0.0
2639,Men,Lifestyle,Blazer Mid,XL,1.9622641509433962,2597.93,0.0,0.0,2025-06-25,retail,Pune,374.95,0.0
2640,Kids,Training,ZoomX Invincible,9,2.0,7900.02,0.0,0.0,2025-06-25,online,Bangalore,861.92,0.0
2641,Men,Running,React Infinity,NAN,1.9622641509433962,2890.77,0.0,0.0,2025-06-25,online,Bangalore,1709.06,0.0
2642,Women,Lifestyle,Air Force 1,XL,1.9622641509433962,6110.030000000001,0.0,0.0,2025-06-25,retail,Pune,-785.16,0.0
2643,Men,Soccer,Mercurial Superfly,NAN,1.9622641509433962,6110.030000000001,0.0,0.0,2025-06-25,retail,Mumbai,2715.31,0.0
2644,Men,Training,SuperRep Go,M,1.0,2640.04,0.0,0.0,2025-06-25,retail,Bangalore,1466.96,0.0
2022,Kids,Training,ZoomX Invincible,L,3.0,6110.030000000001,0.0,0.0,2025-06-25,retail,Mumbai,689.62,0.0
2646,Men,Soccer,Premier III,XL,1.0,6110.030000000001,0.89,0.0,2025-06-25,retail,Kolkata,2676.52,0.0
2647,Women,Basketball,Zoom Freak,NAN,4.0,6110.030000000001,0.0,0.0,2025-06-25,online,Mumbai,747.29,0.0
2648,Men,Running,React Infinity,L,1.9622641509433962,3477.49,0.54,0.0,2025-03-06,retail,Delhi,3487.39,0.0
2649,Women,Basketball,Kyrie Flytrap,L,1.9622641509433962,6798.48,0.0,0.0,2025-03-06,retail,Mumbai,2297.4,0.0
2650,Men,Lifestyle,Blazer Mid,NAN,1.9622641509433962,6110.030000000001,0.0,0.0,2023-08-14,retail,Bangalore,3703.68,0.0
2651,Kids,Basketball,Air Jordan,L,1.0,6110.030000000001,0.0,0.0,2024-10-27,online,Kolkata,-819.33,0.0
2652,Women,Basketball,Air Jordan,NAN,2.0,6110.030000000001,0.0,0.0,2024-10-27,online,Delhi,-240.8,0.0
2653,Men,Running,Pegasus Turbo,M,1.9622641509433962,6178.85,0.0,0.0,2024-10-27,online,Hyderabad,2550.88,0.0
2654,Kids,Soccer,Tiempo Legend,M,1.9622641509433962,6110.030000000001,0.0,0.0,2024-07-21,online,Bangalore,2933.02,0.0
2655,Kids,Training,SuperRep Go,10,1.9622641509433962,4993.94,0.0,0.0,2024-07-21,retail,Mumbai,2420.85,0.0
2656,Women,Soccer,Premier III,M,1.0,5246.43,0.0,0.0,2024-07-21,retail,Bangalore,1891.48,0.0
2657,Kids,Running,Air Zoom,M,4.0,6110.030000000001,0.0,0.0,2024-07-21,online,Delhi,494.45,0.0
2658,Women,Lifestyle,Dunk Low,L,1.0,6110.030000000001,0.0,0.0,2025-04-26,online,Delhi,155.53,0.0
2659,Kids,Basketball,LeBron 20,M,1.9622641509433962,9945.56,0.0,0.0,2025-04-26,online,Hyderabad,-1116.54,0.0
2660,Men,Training,Flex Trainer,NAN,1.9622641509433962,6110.030000000001,0.0,0.0,2025-04-26,retail,Pune,2519.25,0.0
2661,Kids,Soccer,Tiempo Legend,XL,1.9622641509433962,2006.63,0.0,0.0,2025-04-26,online,Delhi,3171.69,0.0
2662,Kids,Training,SuperRep Go,M,0.0,6110.030000000001,0.0,0.0,2025-04-26,online,Delhi,2104.46,0.0
2663,Kids,Training,Metcon 7,L,2.0,6110.030000000001,0.43,0.0,2025-04-26,retail,Delhi,3174.81,0.0
2664,Kids,Running,Pegasus Turbo,L,2.0,9103.08,0.0,0.0,2025-04-26,online,Mumbai,1726.8,0.0
2665,Men,Lifestyle,Waffle One,L,1.9622641509433962,6140.7,0.0,0.0,2025-04-26,online,Delhi,506.87,0.0
2666,Women,Soccer,Phantom GT,M,1.9622641509433962,3700.75,0.0,0.0,2025-04-26,online,Kolkata,-963.73,0.0
2667,Women,Lifestyle,Air Force 1,XL,3.0,9367.66,0.0,0.0,2025-04-26,online,Delhi,-623.95,0.0
2668,Women,Training,ZoomX Invincible,M,1.9622641509433962,6110.030000000001,0.45,0.0,2025-04-26,retail,Bangalore,3138.32,0.0
2669,Women,Training,Flex Trainer,XL,1.9622641509433962,6110.030000000001,0.51,0.0,2025-04-26,retail,Pune,1737.23,0.0
2027,Men,Soccer,Premier III,12,4.0,7204.01,0.0,0.0,2025-06-15,retail,Delhi,3951.42,0.0
2671,Kids,Running,Air Zoom,XL,1.9622641509433962,9264.49,0.0,0.0,2025-06-15,retail,Pune,491.18,0.0
2672,Women,Lifestyle,Air Force 1,XL,2.0,6110.030000000001,0.0,0.0,2025-06-15,online,Mumbai,67.58,0.0
2673,Kids,Running,Pegasus Turbo,11,1.9622641509433962,6891.25,0.63,0.0,2025-06-15,retail,Pune,-742.85,0.0
2674,Women,Lifestyle,Waffle One,7,1.9622641509433962,4784.45,0.0,0.0,2025-06-15,online,Pune,3357.12,0.0
2675,Women,Soccer,Premier III,12,3.0,6110.030000000001,0.0,0.0,2025-06-15,online,Hyderabad,2731.71,0.0
2676,Men,Running,Air Zoom,10,1.9622641509433962,6110.030000000001,0.0,0.0,2025-06-15,online,Delhi,3932.36,0.0
2677,Men,Lifestyle,Air Force 1,M,2.0,5618.62,0.0,0.0,2025-06-15,retail,Bangalore,1745.96,0.0
2678,Kids,Running,Pegasus Turbo,NAN,0.0,4240.24,0.0,0.0,2025-06-15,retail,Pune,3483.11,0.0
2679,Men,Training,Flex Trainer,M,1.9622641509433962,2758.08,0.04,0.0,2024-07-05,online,Bangalore,2447.58,0.0
2680,Kids,Training,Metcon 7,NAN,1.9622641509433962,6110.030000000001,0.0,0.0,2024-07-05,retail,Pune,1044.98,0.0
2681,Women,Running,Pegasus Turbo,8,1.9622641509433962,5996.09,0.0,0.0,2024-07-05,online,Delhi,3597.08,0.0
2682,Men,Basketball,LeBron 20,XL,4.0,6110.030000000001,0.41,0.0,2024-07-05,retail,Pune,3614.76,0.0
2683,Kids,Lifestyle,Dunk Low,XL,1.0,6110.030000000001,0.0,0.0,2024-07-05,online,Mumbai,1119.71,0.0
2684,Men,Lifestyle,Blazer Mid,L,0.0,6110.030000000001,0.73,0.0,2024-07-05,retail,Mumbai,1556.61,0.0
2685,Kids,Lifestyle,Dunk Low,M,4.0,6110.030000000001,0.0,0.0,2024-07-05,retail,Hyderabad,1377.72,0.0
2686,Women,Lifestyle,Blazer Mid,L,1.9622641509433962,9585.39,0.0,0.0,2024-07-05,retail,Hyderabad,761.26,0.0
2687,Women,Lifestyle,Waffle One,8,1.9622641509433962,2381.94,0.0,0.0,2024-07-05,retail,Delhi,1457.93,0.0
2031,Women,Soccer,Phantom GT,L,1.9622641509433962,6110.030000000001,0.0,0.0,2024-07-12,online,Mumbai,3119.37,0.0
2689,Women,Basketball,LeBron 20,NAN,1.9622641509433962,5260.17,0.0,0.0,2024-07-12,retail,Mumbai,1402.81,0.0
2690,Kids,Training,Metcon 7,6,1.9622641509433962,6110.030000000001,0.0,0.0,2024-07-12,online,Mumbai,1125.71,0.0
2042,Men,Running,Air Zoom,NAN,1.9622641509433962,6110.030000000001,0.8,0.0,2024-07-12,online,Delhi,-151.26,0.0
2692,Women,Training,Metcon 7,XL,1.9622641509433962,6110.030000000001,0.47,0.0,2024-06-02,online,Bangalore,2528.27,0.0
2693,Kids,Training,ZoomX Invincible,10,1.9622641509433962,6110.030000000001,0.0,0.0,2024-06-02,online,Bangalore,262.12,0.0
2694,Women,Training,Metcon 7,M,1.9622641509433962,6110.030000000001,0.0,0.0,2024-06-02,online,Hyderabad,-249.45,0.0
2695,Men,Basketball,Air Jordan,L,1.9622641509433962,6110.030000000001,0.0,0.0,2024-06-02,online,Hyderabad,3234.28,0.0
2696,Women,Lifestyle,Blazer Mid,L,1.9622641509433962,6110.030000000001,1.0,0.0,2024-06-02,online,Mumbai,66.43,0.0
2697,Men,Basketball,Air Jordan,M,1.9622641509433962,6110.030000000001,0.09,0.0,2024-06-02,online,Delhi,681.86,0.0
2698,Men,Basketball,LeBron 20,XL,1.9622641509433962,6110.030000000001,0.02,0.0,2024-06-02,retail,Mumbai,1680.5,0.0
2699,Men,Lifestyle,Dunk Low,XL,0.0,6110.030000000001,0.0,0.0,2024-06-02,online,Mumbai,1052.65,0.0
2700,Kids,Training,Metcon 7,XL,0.0,6110.030000000001,0.48,0.0,2024-06-02,retail,Bangalore,1423.83,0.0
2701,Men,Training,SuperRep Go,XL,1.9622641509433962,6110.030000000001,0.0,0.0,2024-06-02,online,Delhi,2007.01,0.0
2702,Men,Basketball,Kyrie Flytrap,XL,0.0,6110.030000000001,0.0,0.0,2024-06-02,online,Pune,687.32,0.0
2703,Kids,Running,Pegasus Turbo,L,1.9622641509433962,5214.32,0.0,0.0,2025-06-24,online,Kolkata,-637.13,0.0
2704,Women,Basketball,LeBron 20,L,1.9622641509433962,5094.43,0.0,0.0,2025-06-24,online,Hyderabad,1765.36,0.0
2705,Men,Running,Pegasus Turbo,NAN,1.9622641509433962,6110.030000000001,0.0,0.0,2024-01-07,retail,Pune,-37.88,0.0
2706,Women,Training,ZoomX Invincible,XL,0.0,6110.030000000001,0.0,0.0,2024-01-07,retail,Kolkata,3153.1,0.0
2707,Men,Running,Free RN,XL,1.9622641509433962,2996.2,0.49,0.0,2024-01-07,online,Hyderabad,2913.41,0.0
2708,Kids,Basketball,Kyrie Flytrap,L,1.9622641509433962,4523.72,0.0,0.0,2024-01-07,online,Hyderabad,-237.9,0.0
2709,Kids,Running,Free RN,10,1.0,6302.98,0.48,3277.55,2024-01-07,retail,Delhi,2835.93,3277.5496
2710,Women,Lifestyle,Blazer Mid,M,2.0,4669.75,0.0,0.0,2024-01-07,retail,Bangalore,-987.12,0.0
2711,Men,Soccer,Mercurial Superfly,7,2.0,6110.030000000001,0.0,0.0,2024-01-07,online,Delhi,756.18,0.0
2712,Women,Running,Pegasus Turbo,XL,1.9622641509433962,6110.030000000001,0.0,0.0,2024-01-07,retail,Delhi,3024.11,0.0
2713,Men,Lifestyle,Air Force 1,L,1.0,7877.36,0.55,3544.81,2024-01-07,retail,Kolkata,3663.49,3544.8119999999994
2026,Women,Running,Air Zoom,NAN,1.9622641509433962,2491.06,0.0,0.0,2024-01-07,retail,Bangalore,1660.44,0.0
2715,Kids,Basketball,LeBron 20,L,0.0,6110.030000000001,0.0,0.0,2025-06-13,online,Kolkata,-1164.37,0.0
2716,Kids,Training,SuperRep Go,M,0.0,4830.96,0.0,0.0,2025-06-13,online,Pune,1344.73,0.0
2717,Men,Running,Free RN,M,0.0,9473.09,0.0,0.0,2025-06-13,online,Delhi,3055.36,0.0
2718,Men,Basketball,LeBron 20,7,1.9622641509433962,8485.23,0.0,0.0,2025-06-13,retail,Bangalore,637.62,0.0
2719,Women,Training,Metcon 7,NAN,1.9622641509433962,4819.76,0.0,0.0,2024-03-22,retail,Kolkata,2066.12,0.0
2720,Kids,Training,ZoomX Invincible,M,1.9622641509433962,6110.030000000001,0.0,0.0,2024-03-22,retail,Delhi,2548.78,0.0
2721,Kids,Training,Flex Trainer,L,0.0,6110.030000000001,0.0,0.0,2023-11-11,online,Bangalore,1275.23,0.0
2722,Women,Lifestyle,Dunk Low,L,0.0,6110.030000000001,0.09,0.0,2023-11-11,online,Kolkata,818.65,0.0
2723,Women,Lifestyle,Dunk Low,XL,1.9622641509433962,3403.54,0.0,0.0,2023-11-11,online,Kolkata,221.41,0.0
2724,Women,Training,Flex Trainer,L,1.9622641509433962,8007.22,0.0,0.0,2025-01-16,online,Delhi,1190.2,0.0
2012,Men,Lifestyle,Dunk Low,XL,1.9622641509433962,2174.89,0.0,0.0,2025-01-16,retail,Kolkata,-406.38,0.0
2726,Women,Training,Flex Trainer,NAN,1.9622641509433962,6110.030000000001,0.48,0.0,2025-01-16,retail,Pune,1392.27,0.0
2727,Men,Lifestyle,Waffle One,M,1.9622641509433962,6154.32,0.94,0.0,2025-01-16,online,Kolkata,2004.4,0.0
2018,Kids,Soccer,Tiempo Legend,L,1.9622641509433962,6110.030000000001,0.0,0.0,2025-01-16,retail,Bangalore,-701.28,0.0
2729,Kids,Training,Flex Trainer,NAN,1.9622641509433962,6383.55,0.0,0.0,2025-01-16,retail,Delhi,2079.06,0.0
2730,Women,Lifestyle,Dunk Low,NAN,1.0,6110.030000000001,0.0,0.0,2025-01-16,online,Hyderabad,2140.93,0.0
2731,Kids,Lifestyle,Dunk Low,M,3.0,6110.030000000001,0.0,0.0,2025-01-16,online,Kolkata,3961.27,0.0
2732,Women,Training,SuperRep Go,M,0.0,3402.8,0.0,0.0,2025-03-01,online,Hyderabad,1045.5,0.0
2733,Women,Running,Free RN,L,1.9622641509433962,6743.38,0.0,0.0,2024-11-22,online,Pune,1908.63,0.0
2734,Women,Soccer,Tiempo Legend,NAN,1.9622641509433962,6110.030000000001,0.0,0.0,2024-11-22,online,Bangalore,1229.08,0.0
2735,Kids,Running,Free RN,XL,1.9622641509433962,6110.030000000001,0.0,0.0,2024-11-22,online,Kolkata,928.63,0.0
2736,Men,Soccer,Tiempo Legend,NAN,1.9622641509433962,6110.030000000001,0.49,0.0,2025-02-22,retail,Delhi,3042.49,0.0
2737,Kids,Basketball,Kyrie Flytrap,XL,1.9622641509433962,6110.030000000001,0.0,0.0,2025-02-22,retail,Mumbai,144.37,0.0
2738,Women,Training,ZoomX Invincible,M,3.0,6110.030000000001,0.39,0.0,2025-05-11,retail,Pune,-712.53,0.0
2739,Kids,Running,Free RN,L,2.0,6110.030000000001,0.26,0.0,2025-05-11,online,Kolkata,2350.69,0.0
2740,Women,Lifestyle,Air Force 1,XL,1.0,4922.19,0.0,0.0,2025-05-11,retail,Bangalore,3820.48,0.0
2741,Women,Training,SuperRep Go,L,1.9622641509433962,5241.9,0.0,0.0,2025-01-15,online,Hyderabad,-295.49,0.0
2742,Kids,Lifestyle,Blazer Mid,XL,1.9622641509433962,7063.25,0.0,0.0,2025-01-15,online,Mumbai,3746.48,0.0
2003,Women,Training,ZoomX Invincible,XL,4.0,7850.87,0.0,-628.07,2025-01-15,online,Kolkata,992.14,0.0
2744,Men,Running,Pegasus Turbo,NAN,1.0,7951.27,0.0,0.0,2025-01-15,retail,Delhi,-154.17,0.0
2745,Men,Soccer,Phantom GT,XL,1.9622641509433962,6110.030000000001,0.94,0.0,2025-01-15,retail,Hyderabad,501.65,0.0
2746,Women,Basketball,Air Jordan,L,1.9622641509433962,9795.69,0.0,0.0,2025-01-15,online,Mumbai,1044.46,0.0
2747,Men,Soccer,Tiempo Legend,XL,4.0,2483.97,0.0,0.0,2025-01-15,online,Delhi,-609.36,0.0
2748,Men,Basketball,Kyrie Flytrap,XL,1.9622641509433962,6110.030000000001,0.05,0.0,2025-01-15,retail,Pune,1010.96,0.0
2028,Kids,Training,ZoomX Invincible,NAN,1.9622641509433962,5474.79,0.0,0.0,2025-01-15,online,Pune,-682.62,0.0
2750,Women,Lifestyle,Dunk Low,L,1.9622641509433962,6110.030000000001,0.0,0.0,2025-01-15,online,Hyderabad,2924.09,0.0
2751,Men,Basketball,Air Jordan,XL,1.9622641509433962,4776.83,0.0,0.0,2025-01-15,retail,Delhi,2857.99,0.0
2752,Kids,Lifestyle,Waffle One,NAN,0.0,6110.030000000001,0.0,0.0,2025-01-15,retail,Pune,341.26,0.0
2753,Men,Running,Pegasus Turbo,L,1.9622641509433962,6110.030000000001,0.0,0.0,2025-01-15,retail,Kolkata,-364.23,0.0
2754,Kids,Training,ZoomX Invincible,XL,1.0,6110.030000000001,0.0,0.0,2025-01-03,online,Kolkata,3565.12,0.0
2755,Men,Running,React Infinity,M,3.0,8574.0,0.0,0.0,2025-01-03,online,Bangalore,161.95,0.0
2756,Women,Lifestyle,Waffle One,NAN,1.9622641509433962,8510.85,0.0,0.0,2023-09-21,retail,Bangalore,1491.91,0.0
2757,Men,Soccer,Phantom GT,NAN,0.0,3101.14,0.0,0.0,2023-09-21,online,Hyderabad,-271.85,0.0
2758,Women,Lifestyle,Waffle One,M,1.9622641509433962,6110.030000000001,0.0,0.0,2023-09-21,online,Pune,3986.03,0.0
2759,Kids,Soccer,Premier III,NAN,1.9622641509433962,6110.030000000001,0.0,0.0,2024-01-26,retail,Delhi,1822.72,0.0
2760,Men,Training,SuperRep Go,7,1.9622641509433962,6110.030000000001,0.0,0.0,2024-01-26,online,Mumbai,1496.19,0.0
2761,Kids,Soccer,Premier III,M,4.0,6110.030000000001,0.0,0.0,2024-01-26,retail,Delhi,2588.03,0.0
2762,Women,Running,Pegasus Turbo,L,2.0,6110.030000000001,0.0,0.0,2024-01-26,retail,Mumbai,-355.55,0.0
2763,Women,Soccer,Phantom GT,10,4.0,3328.58,0.0,0.0,2024-01-26,online,Pune,-763.34,0.0
2764,Kids,Lifestyle,Blazer Mid,NAN,1.9622641509433962,7776.94,0.0,0.0,2024-01-26,retail,Kolkata,-532.24,0.0
2765,Women,Soccer,Premier III,M,1.9622641509433962,6370.84,0.0,0.0,2024-01-26,online,Mumbai,1609.7,0.0
2766,Women,Lifestyle,Dunk Low,NAN,1.9622641509433962,2609.07,0.0,0.0,2024-01-26,retail,Mumbai,-265.27,0.0
2767,Kids,Basketball,Zoom Freak,L,1.9622641509433962,6887.39,0.0,0.0,2024-01-26,online,Delhi,1562.76,0.0
2768,Men,Basketball,LeBron 20,NAN,1.9622641509433962,6110.030000000001,0.0,0.0,2024-01-26,online,Pune,3525.96,0.0
2050,Men,Basketball,LeBron 20,NAN,1.9622641509433962,8335.48,0.57,0.0,2024-01-26,retail,Mumbai,832.37,0.0
2770,Men,Soccer,Tiempo Legend,9,1.9622641509433962,6110.030000000001,0.7,0.0,2024-01-26,online,Kolkata,-1095.12,0.0
2771,Men,Running,Pegasus Turbo,M,1.9622641509433962,5222.92,0.0,0.0,2025-05-26,online,Delhi,1804.67,0.0
2772,Kids,Basketball,Zoom Freak,12,1.9622641509433962,6110.030000000001,0.0,0.0,2025-05-26,online,Pune,2332.29,0.0
2773,Women,Training,ZoomX Invincible,M,1.0,5045.62,0.0,-1059.58,2025-05-26,online,Hyderabad,1191.02,0.0
2774,Women,Running,Free RN,XL,1.9622641509433962,6110.030000000001,0.0,0.0,2025-05-26,online,Bangalore,585.97,0.0
2775,Men,Lifestyle,Air Force 1,NAN,1.9622641509433962,6110.030000000001,0.73,0.0,2025-05-26,online,Pune,2329.33,0.0
2776,Men,Training,Flex Trainer,L,1.9622641509433962,6110.030000000001,0.0,0.0,2025-03-17,retail,Mumbai,1143.68,0.0
2777,Kids,Basketball,Air Jordan,XL,1.9622641509433962,9062.25,0.0,0.0,2025-03-17,retail,Kolkata,-9.69,0.0
2778,Kids,Soccer,Phantom GT,11,0.0,4462.26,0.0,0.0,2025-03-17,online,Hyderabad,1006.73,0.0
2779,Kids,Basketball,Kyrie Flytrap,NAN,1.9622641509433962,6110.030000000001,0.09,0.0,2024-12-06,online,Bangalore,-187.36,0.0
2780,Men,Training,Metcon 7,6,1.0,4308.75,0.32,2929.95,2024-12-06,online,Hyderabad,799.35,2929.95
2781,Men,Training,Metcon 7,12,1.0,6546.59,0.68,2094.91,2023-09-03,retail,Bangalore,1504.31,2094.9087999999997
2782,Women,Training,ZoomX Invincible,8,1.9622641509433962,8292.37,0.0,0.0,2023-09-03,online,Pune,-816.55,0.0
2783,Women,Running,React Infinity,NAN,1.9622641509433962,6110.030000000001,0.36,0.0,2023-09-03,retail,Pune,134.95,0.0
2784,Women,Basketball,Kyrie Flytrap,M,1.9622641509433962,6110.030000000001,0.0,0.0,2023-09-03,online,Pune,2982.03,0.0
2785,Women,Lifestyle,Blazer Mid,L,2.0,6110.030000000001,0.0,0.0,2023-09-03,retail,Hyderabad,-834.71,0.0
2786,Women,Lifestyle,Blazer Mid,9,1.9622641509433962,6110.030000000001,0.59,0.0,2023-09-03,online,Hyderabad,3872.35,0.0
2787,Kids,Training,Metcon 7,12,3.0,3440.88,0.0,0.0,2023-09-03,online,Pune,22.93,0.0
2788,Women,Soccer,Mercurial Superfly,M,1.9622641509433962,7478.84,0.0,0.0,2024-01-04,retail,Hyderabad,-18.4,0.0
2789,Kids,Lifestyle,Dunk Low,M,1.9622641509433962,6110.030000000001,0.0,0.0,2024-01-15,retail,Kolkata,1756.75,0.0
2790,Kids,Running,React Infinity,XL,1.9622641509433962,6110.030000000001,0.0,0.0,2024-01-15,retail,Delhi,2554.82,0.0
2791,Kids,Training,Metcon 7,M,1.9622641509433962,6110.030000000001,0.0,0.0,2024-05-29,retail,Delhi,1194.43,0.0
2792,Kids,Lifestyle,Waffle One,L,1.9622641509433962,4338.16,0.0,0.0,2024-05-29,online,Kolkata,-328.05,0.0
2793,Men,Running,Pegasus Turbo,XL,0.0,6110.030000000001,0.0,0.0,2024-05-29,retail,Bangalore,922.24,0.0
2794,Women,Soccer,Mercurial Superfly,NAN,1.9622641509433962,6110.030000000001,0.0,0.0,2024-05-29,online,Mumbai,3833.78,0.0
2795,Women,Running,React Infinity,L,0.0,6110.030000000001,0.0,0.0,2024-05-29,retail,Delhi,-615.37,0.0
2796,Men,Lifestyle,Dunk Low,12,1.9622641509433962,2849.49,0.0,0.0,2023-11-08,retail,Mumbai,2597.58,0.0
2797,Women,Lifestyle,Dunk Low,NAN,1.9622641509433962,2162.29,0.0,0.0,2025-03-30,retail,Delhi,3158.47,0.0
2798,Kids,Lifestyle,Dunk Low,M,1.9622641509433962,8546.98,0.0,0.0,2025-03-30,retail,Mumbai,430.88,0.0
2799,Kids,Training,SuperRep Go,NAN,3.0,2359.47,0.54,3256.07,2025-03-30,online,Mumbai,3165.65,3256.068599999999
2800,Women,Running,React Infinity,6,0.0,8737.08,0.9,0.0,2025-03-30,online,Delhi,1737.0,0.0
2801,Women,Running,React Infinity,8,2.0,6110.030000000001,0.0,0.0,2024-02-13,retail,Mumbai,2966.12,0.0
2802,Men,Running,Free RN,L,3.0,6110.030000000001,0.0,0.0,2024-01-19,online,Kolkata,-231.73,0.0
2803,Women,Soccer,Mercurial Superfly,XL,0.0,6110.030000000001,0.0,0.0,2023-11-02,online,Hyderabad,83.11,0.0
2804,Kids,Running,Pegasus Turbo,XL,1.9622641509433962,6110.030000000001,0.0,0.0,2023-11-02,online,Hyderabad,2270.96,0.0
2805,Women,Running,Pegasus Turbo,L,1.9622641509433962,6110.030000000001,0.82,0.0,2023-08-28,online,Pune,2037.76,0.0
2806,Kids,Basketball,Kyrie Flytrap,7,3.0,4466.78,0.0,0.0,2024-02-10,online,Bangalore,2407.08,0.0
2807,Kids,Training,ZoomX Invincible,L,2.0,6110.030000000001,0.0,0.0,2024-02-10,online,Hyderabad,875.36,0.0
2808,Women,Running,Pegasus Turbo,L,0.0,7810.49,0.0,0.0,2024-02-10,online,Bangalore,-65.85,0.0
2809,Women,Running,Free RN,NAN,0.0,3260.38,0.08,0.0,2024-02-10,retail,Mumbai,-554.84,0.0
2810,Men,Running,Air Zoom,7,2.0,2943.44,0.53,2766.83,2024-02-10,retail,Hyderabad,405.67,2766.8336
2811,Men,Basketball,Zoom Freak,8,3.0,9153.02,0.0,0.0,2024-02-10,retail,Bangalore,-77.61,0.0
2812,Men,Basketball,LeBron 20,NAN,2.0,9507.39,0.01,18824.63,2024-02-10,online,Kolkata,2570.01,18824.6322
2813,Men,Running,Free RN,M,4.0,7450.8,0.0,0.0,2024-02-10,online,Bangalore,2098.29,0.0
2814,Kids,Running,React Infinity,M,0.0,6110.030000000001,0.0,0.0,2024-02-10,online,Delhi,1702.06,0.0
2815,Kids,Training,Flex Trainer,L,0.0,6110.030000000001,0.0,0.0,2024-02-10,online,Kolkata,3281.98,0.0
2816,Men,Basketball,LeBron 20,M,3.0,5983.35,0.0,0.0,2024-02-10,retail,Hyderabad,916.13,0.0
2032,Women,Soccer,Mercurial Superfly,10,2.0,6110.030000000001,0.96,0.0,2024-02-10,online,Kolkata,-596.41,0.0
